,Video file,Organ,Finding,Classification
702,b108dbc4-a56b-4722-b632-2fd9f3b081de,Upper GI,pylorus,anatomical-landmarks
703,b11afcaf-e042-4705-8e8f-b4ee85647b04,Upper GI,pylorus,anatomical-landmarks
704,b12a330e-3613-456d-b8ba-5d6e6c478866,Upper GI,pylorus,anatomical-landmarks
705,b1c17e47-72a9-4c28-b38f-f0976f608de2,Upper GI,pylorus,anatomical-landmarks
706,b1d5cc1e-98fe-4f48-90cf-bcaf4ba7c6dd,Upper GI,pylorus,anatomical-landmarks
707,b2307a33-70fb-40e0-99c7-b60b582724cd,Upper GI,pylorus,anatomical-landmarks
708,b2572905-3d6a-4040-81fa-b86b48323736,Upper GI,pylorus,anatomical-landmarks
709,b27834f9-4703-4bd3-806b-1f8dd3b229e1,Upper GI,pylorus,anatomical-landmarks
710,b2a07bf4-cfae-4f87-8193-2e9dc1a6322d,Upper GI,pylorus,anatomical-landmarks
711,b2a2973c-1369-4444-9c9d-6eafd788fa28,Upper GI,pylorus,anatomical-landmarks
712,b2b391f0-45b2-44cb-90d4-2b9bc5d8e8f4,Upper GI,pylorus,anatomical-landmarks
713,b2fc1dbb-2da9-4389-8a67-dec06fb98b40,Upper GI,pylorus,anatomical-landmarks
714,b3008dee-1cee-4db2-aa17-1d58b69920d3,Upper GI,pylorus,anatomical-landmarks
715,b321f28c-e0b3-4cce-b269-d61d76d5baa9,Upper GI,pylorus,anatomical-landmarks
716,b32515ad-6a50-4597-97f5-42f217d72897,Upper GI,pylorus,anatomical-landmarks
717,b3f70b0f-3d5b-4a28-b2c3-8dbc12738b2c,Upper GI,pylorus,anatomical-landmarks
718,b4019c1a-6f49-46c1-b76e-619ea9653506,Upper GI,pylorus,anatomical-landmarks
719,b416850c-fd97-405b-9747-681348b61774,Upper GI,pylorus,anatomical-landmarks
720,b4314c38-4984-489d-9801-e357650e4bb1,Upper GI,pylorus,anatomical-landmarks
721,b435d5bd-c7e8-4105-abe9-f0e47d1b8732,Upper GI,pylorus,anatomical-landmarks
722,b4ce3308-95d3-4993-b675-ed69a54efcf5,Upper GI,pylorus,anatomical-landmarks
723,b51b39d7-e795-484a-82d4-7a120b41e8e2,Upper GI,pylorus,anatomical-landmarks
724,b54edfec-351b-439d-ba7d-1ca4a88f8688,Upper GI,pylorus,anatomical-landmarks
725,b5938eaf-78d9-4420-8709-7ec3656c373b,Upper GI,pylorus,anatomical-landmarks
726,b5945fe1-ecd5-477c-b008-217046830e5d,Upper GI,pylorus,anatomical-landmarks
727,b6476c66-76f2-4af1-a570-a64c94296ea5,Upper GI,pylorus,anatomical-landmarks
728,b6a2f837-30d1-440c-bd7f-ce42b59cb755,Upper GI,pylorus,anatomical-landmarks
729,b6c87e5c-0b28-493c-96be-73fbd5baac2a,Upper GI,pylorus,anatomical-landmarks
730,b73f97fd-6df5-433d-a926-9509e86eaf60,Upper GI,pylorus,anatomical-landmarks
731,b83d1f64-e6be-4b8d-aadc-e4aa16c0a2a5,Upper GI,pylorus,anatomical-landmarks
732,b8fb0e22-0e66-43b2-b512-e6590240542c,Upper GI,pylorus,anatomical-landmarks
733,b9808db5-ac9f-41ae-9d09-b6e364cd8722,Upper GI,pylorus,anatomical-landmarks
734,baa0e3de-94cc-4bca-9a13-bc203df967f1,Upper GI,pylorus,anatomical-landmarks
735,babdc296-8969-4441-8626-6f949ccbb22d,Upper GI,pylorus,anatomical-landmarks
736,bb94966e-958c-490f-b85c-94833337c26a,Upper GI,pylorus,anatomical-landmarks
737,bc121250-81ff-4bcc-8c34-970f4a2f1751,Upper GI,pylorus,anatomical-landmarks
738,bc480e75-fbe5-4e1b-a218-5495679ff795,Upper GI,pylorus,anatomical-landmarks
739,bcd54456-e47e-4c30-a4bb-ddcfd4c68c9b,Upper GI,pylorus,anatomical-landmarks
740,bcfe9820-b94b-4f2a-a5cf-30f9ce4e25df,Upper GI,pylorus,anatomical-landmarks
741,bd1033bd-67e9-46b1-ac70-479e90a8d3d1,Upper GI,pylorus,anatomical-landmarks
742,bd1df181-80a6-4ab6-867b-3c55bc887765,Upper GI,pylorus,anatomical-landmarks
743,bd51bd9b-a1ae-4788-a80d-e837165b304e,Upper GI,pylorus,anatomical-landmarks
744,bdb8fbfd-d0cc-4f07-b0af-5f64d668bfcd,Upper GI,pylorus,anatomical-landmarks
745,bdd20a0d-7397-41da-9782-945c4f639da7,Upper GI,pylorus,anatomical-landmarks
746,be5e9438-95d8-4fb3-aa15-ff710692b7eb,Upper GI,pylorus,anatomical-landmarks
747,bea4af98-1b07-4f7d-9974-1e07a511ae9c,Upper GI,pylorus,anatomical-landmarks
748,beada910-9db5-4261-9336-0bd9bbc53b9a,Upper GI,pylorus,anatomical-landmarks
749,beb069f4-fc83-473f-8831-36ee13402748,Upper GI,pylorus,anatomical-landmarks
750,bf432dc5-9e27-4cf9-a6ad-a0cf043a732c,Upper GI,pylorus,anatomical-landmarks
751,bf8d1941-c2a5-4c68-84a5-0449a761f1ca,Upper GI,pylorus,anatomical-landmarks
752,bffaa9f0-77c0-4533-a09a-fa4664faab1a,Upper GI,pylorus,anatomical-landmarks
753,bffaacdb-efe6-4529-bf20-4b07ab1eda0e,Upper GI,pylorus,anatomical-landmarks
754,c078314b-8fcc-4ddc-8a48-14fa37a67b25,Upper GI,pylorus,anatomical-landmarks
755,c136516c-c6bd-4550-9e9f-a1651ef7825a,Upper GI,pylorus,anatomical-landmarks
756,c16c1cc6-d379-4211-b297-6db4bea46f63,Upper GI,pylorus,anatomical-landmarks
757,c1906651-9ad4-4a72-ae91-c1e59a0d6552,Upper GI,pylorus,anatomical-landmarks
758,c1f4bb83-7410-4ae4-bd0e-3465e7c4e2aa,Upper GI,pylorus,anatomical-landmarks
759,c23b3830-51cd-4880-bf4e-af8f9be3bb9d,Upper GI,pylorus,anatomical-landmarks
760,c26e768a-d7de-4651-ba14-36592ba821e0,Upper GI,pylorus,anatomical-landmarks
761,c2769726-a326-4a72-ad66-ab8edf0ec06f,Upper GI,pylorus,anatomical-landmarks
762,c28d4c04-6c1b-4821-aefa-ebd15c39bbe4,Upper GI,pylorus,anatomical-landmarks
763,c2ce2925-da08-46db-897b-3070da52c010,Upper GI,pylorus,anatomical-landmarks
764,c350a9da-0117-4d83-835d-0a1bc4a7d293,Upper GI,pylorus,anatomical-landmarks
765,c35aece4-d789-4582-8bf2-c92c1cf16e03,Upper GI,pylorus,anatomical-landmarks
766,c3dbb5f2-a7b9-4806-b8bd-8eb0bc1f4019,Upper GI,pylorus,anatomical-landmarks
767,c43a3de0-083c-4ca0-a277-66266848273e,Upper GI,pylorus,anatomical-landmarks
768,c4724548-a2e2-468f-9f9b-0e657a4abe16,Upper GI,pylorus,anatomical-landmarks
769,c4c9fb68-fa04-4ebe-9718-ba89fa847eab,Upper GI,pylorus,anatomical-landmarks
770,c4d5a209-02d4-4dd0-8534-666f82b69d6c,Upper GI,pylorus,anatomical-landmarks
771,c57b9d33-ace7-4bb8-8fd8-0ec8e4164e42,Upper GI,pylorus,anatomical-landmarks
772,c58f35f3-e653-45cd-9156-1d34187f1888,Upper GI,pylorus,anatomical-landmarks
773,c5d4f30e-0f6d-40c9-9a87-9e38efe26bb5,Upper GI,pylorus,anatomical-landmarks
774,c646f943-1cfa-471f-b8cf-9f981ab38552,Upper GI,pylorus,anatomical-landmarks
775,c6673b0d-c1f6-4aac-b8dc-c47c1ba1fa47,Upper GI,pylorus,anatomical-landmarks
776,c668647d-2acb-4314-b07b-e62be72b3ee3,Upper GI,pylorus,anatomical-landmarks
777,c69b41eb-8c61-42a7-8120-644cf77627d3,Upper GI,pylorus,anatomical-landmarks
778,c711eed5-76ad-436d-a3a7-688609c95e84,Upper GI,pylorus,anatomical-landmarks
779,c719ac42-0fcc-4d9f-9817-9e162ef80718,Upper GI,pylorus,anatomical-landmarks
780,c79a6ea7-562c-4bdc-bdab-616fec937927,Upper GI,pylorus,anatomical-landmarks
781,c79c39df-f720-40f7-bfb2-01c4c70600b7,Upper GI,pylorus,anatomical-landmarks
782,c7bde70a-3a2e-4431-9cd8-d6a9579e2b23,Upper GI,pylorus,anatomical-landmarks
783,c7feb6dd-2dc1-4f2d-a6fd-378346fab17e,Upper GI,pylorus,anatomical-landmarks
784,c84cc851-a142-4d72-ac5c-257051c06919,Upper GI,pylorus,anatomical-landmarks
785,c87098df-04a0-4778-b186-2a80d738c633,Upper GI,pylorus,anatomical-landmarks
786,c8cb3c53-8eb3-4075-871a-170764da9940,Upper GI,pylorus,anatomical-landmarks
787,c8d28cda-f3ce-4fd1-bc36-b3f6bc0255b6,Upper GI,pylorus,anatomical-landmarks
788,c940cd3e-871a-4fd9-8388-1defbf7bbc06,Upper GI,pylorus,anatomical-landmarks
789,ca0d5598-2e81-4400-8e34-85cc2446e776,Upper GI,pylorus,anatomical-landmarks
790,ca48f7ab-864f-42e6-8a28-b6c205c38968,Upper GI,pylorus,anatomical-landmarks
791,ca600394-2286-4fe6-8b3d-d56caa774b4a,Upper GI,pylorus,anatomical-landmarks
792,ca602bff-7af4-4ed1-8557-27362be1035b,Upper GI,pylorus,anatomical-landmarks
793,ca96858e-77f4-449e-aa11-1b172f6436e9,Upper GI,pylorus,anatomical-landmarks
794,ca971e47-caf0-4b73-9f82-fddd0ad0d8fd,Upper GI,pylorus,anatomical-landmarks
795,caab826e-8653-4132-b998-622dac15ebe1,Upper GI,pylorus,anatomical-landmarks
796,cab12058-0fb0-4f2f-b09f-ba127d6bb242,Upper GI,pylorus,anatomical-landmarks
797,cabc05b0-8981-4447-8538-21227e3b3f00,Upper GI,pylorus,anatomical-landmarks
798,cad2b04f-9e3a-4baf-876d-97b4d9e0ea18,Upper GI,pylorus,anatomical-landmarks
799,cad8aaf9-a3b1-4e05-96ef-8efe82d2c4ba,Upper GI,pylorus,anatomical-landmarks
800,cb18c7c0-020f-4241-b4d6-3a7a21bc1e37,Upper GI,pylorus,anatomical-landmarks
801,cb7e1ca3-f5b6-446f-85e8-1c17b566ca31,Upper GI,pylorus,anatomical-landmarks
802,cbafa3ac-14f2-4ea4-a599-8f61a7f01d68,Upper GI,pylorus,anatomical-landmarks
803,cc3923e2-1a69-4db8-ae43-ec4b877c8df6,Upper GI,pylorus,anatomical-landmarks
804,cc395e5f-1da9-428e-aa5b-afffb370e9f2,Upper GI,pylorus,anatomical-landmarks
805,ccbc733c-b041-4104-89e5-d47ead6013c8,Upper GI,pylorus,anatomical-landmarks
806,cd8c1737-1c5c-4701-8aa4-cf8dd1d4c159,Upper GI,pylorus,anatomical-landmarks
807,cdb9323a-d888-46ad-8d38-776c372392bb,Upper GI,pylorus,anatomical-landmarks
808,cdbd8649-2d3d-4e1a-a88a-c0e8be64f4a9,Upper GI,pylorus,anatomical-landmarks
809,cdfc0f1f-aa6b-4878-a335-072620997b34,Upper GI,pylorus,anatomical-landmarks
810,cebd5aa8-7a60-4f40-8dda-b3f88dfeab2a,Upper GI,pylorus,anatomical-landmarks
811,cec049ac-a08f-4ab9-bb67-9ec4769e163d,Upper GI,pylorus,anatomical-landmarks
812,ceeda237-d834-4fa0-9504-b49014be04c9,Upper GI,pylorus,anatomical-landmarks
813,cf12a422-427a-4c2d-b55b-b4210fa00a58,Upper GI,pylorus,anatomical-landmarks
814,cf1f5428-70ad-4c52-ad39-37296617f9f8,Upper GI,pylorus,anatomical-landmarks
815,cfd45971-6dd3-4a4a-9987-27bbdd6dd291,Upper GI,pylorus,anatomical-landmarks
816,d038d798-7700-4984-8e83-8e0c8e32c889,Upper GI,pylorus,anatomical-landmarks
817,d153fe3f-5855-4f2e-b0ab-39f8f53cde46,Upper GI,pylorus,anatomical-landmarks
818,d168eef2-b74f-4d8a-b946-57653e7d8017,Upper GI,pylorus,anatomical-landmarks
819,d1a4f75b-3d77-4c38-8b2b-c3d048d1e7bb,Upper GI,pylorus,anatomical-landmarks
820,d1d6a338-53f4-4f64-991f-c9bde40ec8bb,Upper GI,pylorus,anatomical-landmarks
821,d21d00f7-6c7d-44c5-9087-8bf53b5d9192,Upper GI,pylorus,anatomical-landmarks
822,d22aed14-74bb-436a-905e-40c91635fb43,Upper GI,pylorus,anatomical-landmarks
823,d283a811-7332-4548-b5fb-eaeca15df2b2,Upper GI,pylorus,anatomical-landmarks
824,d2b76979-36dd-4efc-893f-4f5dde37f949,Upper GI,pylorus,anatomical-landmarks
825,d31080aa-aeb9-4308-91fe-40614d3de604,Upper GI,pylorus,anatomical-landmarks
826,d3174614-8728-441d-b427-1462d72939d1,Upper GI,pylorus,anatomical-landmarks
827,d33b1fcc-74c7-4100-af59-b9a611e7279e,Upper GI,pylorus,anatomical-landmarks
828,d364cab1-5ab5-4661-a2fd-442bba09907c,Upper GI,pylorus,anatomical-landmarks
829,d37340e0-7811-48c2-b001-d2a0eb1e0a4c,Upper GI,pylorus,anatomical-landmarks
830,d3b72bff-4907-4a46-80c9-5a213942bc4f,Upper GI,pylorus,anatomical-landmarks
831,d47b4a5d-9f24-420c-bc0c-742b8525a6d0,Upper GI,pylorus,anatomical-landmarks
832,d49c96ba-6741-4942-b125-b71b7fe3d307,Upper GI,pylorus,anatomical-landmarks
833,d4caada0-8143-497c-8b7e-cc77a48ac3e6,Upper GI,pylorus,anatomical-landmarks
834,d50639ea-41a0-4f13-aa4f-5aab2d331d06,Upper GI,pylorus,anatomical-landmarks
835,d55cf974-80a9-4852-ba49-40b039523aff,Upper GI,pylorus,anatomical-landmarks
836,d59c6257-93aa-4761-8271-9708136b52e1,Upper GI,pylorus,anatomical-landmarks
837,d5b555b4-60a4-4387-910a-a77f84f811a1,Upper GI,pylorus,anatomical-landmarks
838,d62a14d8-5965-4039-9c44-b47451c841d7,Upper GI,pylorus,anatomical-landmarks
839,d6477eed-7510-4eb4-a6ab-f3a0c4a603f7,Upper GI,pylorus,anatomical-landmarks
840,d6e62846-9e4d-40cb-8047-d15117229e05,Upper GI,pylorus,anatomical-landmarks
841,d6f4c0a5-f0b9-4bbf-ba50-97966bc1857b,Upper GI,pylorus,anatomical-landmarks
842,d71e0a5d-0d8b-4d43-8f52-170d224da79b,Upper GI,pylorus,anatomical-landmarks
843,d7b1304d-09e1-42f5-b3b9-bb3caa2f4115,Upper GI,pylorus,anatomical-landmarks
844,d7b29ffa-e6bf-4517-95c2-02c20d38d8c0,Upper GI,pylorus,anatomical-landmarks
845,d7e795ba-d4d0-45df-8f48-5ddeb615ab87,Upper GI,pylorus,anatomical-landmarks
846,d7ff2186-7e6e-4449-8155-1b94d872f780,Upper GI,pylorus,anatomical-landmarks
847,d82daa25-b3af-419b-99c2-5e85f7c99c8c,Upper GI,pylorus,anatomical-landmarks
848,d8a3e950-4fa3-4cd0-8cb1-eca326d09769,Upper GI,pylorus,anatomical-landmarks
849,d8b0fb8e-6b54-4f55-b9b3-e6b3c8573a0a,Upper GI,pylorus,anatomical-landmarks
850,d8b5da08-a9f6-4473-8fc9-0a29226bb8d0,Upper GI,pylorus,anatomical-landmarks
851,d918c514-bf28-41f1-a3f0-7b5522fb90bf,Upper GI,pylorus,anatomical-landmarks
852,d91fc6b8-82a1-405e-9263-cec6b57a9cb8,Upper GI,pylorus,anatomical-landmarks
853,d9b77dd1-e99c-48e9-bf6a-eb807169fd5f,Upper GI,pylorus,anatomical-landmarks
854,d9c166cf-ea4e-4777-85cb-23c1eafdd631,Upper GI,pylorus,anatomical-landmarks
855,da401d01-f612-4808-b9aa-44eca33f1a21,Upper GI,pylorus,anatomical-landmarks
856,da50761f-e7e5-43f5-be9d-b1df1d054f7c,Upper GI,pylorus,anatomical-landmarks
857,da8f9364-ad3d-40c5-8adf-2e6ab4261022,Upper GI,pylorus,anatomical-landmarks
858,dabd3948-d7ab-46db-a93c-f5b524e6f7f0,Upper GI,pylorus,anatomical-landmarks
859,db0040aa-678d-4403-a4b7-1aae1a5cbbf3,Upper GI,pylorus,anatomical-landmarks
860,db103889-b24f-48f0-b4a0-ce766c3704c7,Upper GI,pylorus,anatomical-landmarks
861,db1f764c-7ec6-466e-bffe-418af91e0843,Upper GI,pylorus,anatomical-landmarks
862,db702685-d336-4df7-bd01-95a555f62d1a,Upper GI,pylorus,anatomical-landmarks
863,dbc3cc34-9361-4307-af86-6f835b804285,Upper GI,pylorus,anatomical-landmarks
864,dd114729-d836-4da2-a56e-6137c33606e9,Upper GI,pylorus,anatomical-landmarks
865,dd185ebe-ee6b-4f62-b3e0-6c3d43124fa7,Upper GI,pylorus,anatomical-landmarks
866,dd2a4260-941a-4405-8f54-9bf958f872ca,Upper GI,pylorus,anatomical-landmarks
867,dd3c14d0-b730-4502-ac2c-3b91a58079b6,Upper GI,pylorus,anatomical-landmarks
868,dd4d7954-c3df-46bb-b01b-114764c6ea22,Upper GI,pylorus,anatomical-landmarks
869,dd64171b-1fe5-4cd1-875c-6896ffb3e3a6,Upper GI,pylorus,anatomical-landmarks
870,dd89df6a-f009-4f29-9893-5df20c6d3f1a,Upper GI,pylorus,anatomical-landmarks
871,dd919c40-6be9-4d31-9a96-2a8d3aa335c1,Upper GI,pylorus,anatomical-landmarks
872,de539e6a-88f2-4a48-91f2-d0917077dfc4,Upper GI,pylorus,anatomical-landmarks
873,de80ddee-b22f-48f8-8e39-7e3b778478fc,Upper GI,pylorus,anatomical-landmarks
874,df572f60-5bfd-4357-a8c5-6413a225723b,Upper GI,pylorus,anatomical-landmarks
875,df7ac0ff-0157-47c4-8b28-70099d7a8aa7,Upper GI,pylorus,anatomical-landmarks
876,df825db8-eb88-45b3-a4d0-d9a3b418b259,Upper GI,pylorus,anatomical-landmarks
877,e0795a8e-0651-46a0-9c9a-45cf2b970f50,Upper GI,pylorus,anatomical-landmarks
878,e0c31d5c-9166-47ad-a70a-039ab7fe9de4,Upper GI,pylorus,anatomical-landmarks
879,e124b4d6-87aa-4fc0-a387-48737fd4f6c2,Upper GI,pylorus,anatomical-landmarks
880,e1474310-9838-4ffd-bf07-3d0c21539c12,Upper GI,pylorus,anatomical-landmarks
881,e21b3043-1dbe-45e0-9fcb-7c0e437bbb95,Upper GI,pylorus,anatomical-landmarks
882,e223b613-95fb-4662-b571-09a77efd5362,Upper GI,pylorus,anatomical-landmarks
883,e23583bb-b3a5-4c7f-8c6a-8410dc027080,Upper GI,pylorus,anatomical-landmarks
884,e2526596-a120-42ed-ba5d-0e3c1552eef8,Upper GI,pylorus,anatomical-landmarks
885,e286e8f7-9588-4ec8-8261-4a62776c17e6,Upper GI,pylorus,anatomical-landmarks
886,e2bfea53-8c2a-44bb-8b3c-bd490500fbcd,Upper GI,pylorus,anatomical-landmarks
887,e320222b-880d-4dcb-b068-8952b8c7796b,Upper GI,pylorus,anatomical-landmarks
888,e39e2e27-b28e-4953-807d-c5c0d36ecef2,Upper GI,pylorus,anatomical-landmarks
889,e3a6d4ab-1568-49c5-9b0b-db216db315d2,Upper GI,pylorus,anatomical-landmarks
890,e3fb9f22-0951-4965-bb44-410be9644944,Upper GI,pylorus,anatomical-landmarks
891,e3fdc1e9-3239-4dc1-8f25-5b1d2ac77024,Upper GI,pylorus,anatomical-landmarks
892,e45cad7f-bfad-4f03-ac76-c4af57769bcd,Upper GI,pylorus,anatomical-landmarks
893,e4bcb8ea-075d-476c-a68b-936340c8c3cd,Upper GI,pylorus,anatomical-landmarks
894,e4e0477d-0bb3-4f48-813e-2d9280f79175,Upper GI,pylorus,anatomical-landmarks
895,e51f49ce-d58d-43ca-8e14-008f6de83d4f,Upper GI,pylorus,anatomical-landmarks
896,e55f7261-c70e-401a-965a-755046b11eb7,Upper GI,pylorus,anatomical-landmarks
897,e5aab79c-68e8-4b4c-914d-05fd095c3876,Upper GI,pylorus,anatomical-landmarks
898,e6a24e2f-5138-4113-a7b9-9307ece3378b,Upper GI,pylorus,anatomical-landmarks
899,e6a6fe4d-392f-4079-8d3a-1052838724ca,Upper GI,pylorus,anatomical-landmarks
900,e6ba373d-181b-416a-82cb-8e25ab4ab2b0,Upper GI,pylorus,anatomical-landmarks
901,e70e95f7-b97b-4ee8-91f7-37039046f834,Upper GI,pylorus,anatomical-landmarks
902,e716de6e-71e9-48ad-9815-2b33c7c58b18,Upper GI,pylorus,anatomical-landmarks
903,e759fac0-9132-4c97-8f48-fca4820f3fc2,Upper GI,pylorus,anatomical-landmarks
904,e77a9b16-cb12-4448-8f55-94b6a2381848,Upper GI,pylorus,anatomical-landmarks
905,e7836d6e-345a-41ac-8992-4493bb1180f8,Upper GI,pylorus,anatomical-landmarks
906,e7cb4d41-cc37-4183-b16c-a1bf29b79714,Upper GI,pylorus,anatomical-landmarks
907,e7e3f4a5-e01b-4656-99b1-3220e5dfa11b,Upper GI,pylorus,anatomical-landmarks
908,e83159c7-9219-4a52-b0a0-2cbfd4b85ab9,Upper GI,pylorus,anatomical-landmarks
909,e83ba66b-583b-4c81-9e5f-1e8df674f7b7,Upper GI,pylorus,anatomical-landmarks
910,e898297f-6dad-4248-a0e6-5cc56d09e180,Upper GI,pylorus,anatomical-landmarks
911,e8fe2a8d-92f6-4e0f-8015-7a903b9de30c,Upper GI,pylorus,anatomical-landmarks
912,e9052af9-513d-44ad-96bc-7fa44b1f1523,Upper GI,pylorus,anatomical-landmarks
913,e93d7a24-6277-4d1e-b6d1-c6cebc069a36,Upper GI,pylorus,anatomical-landmarks
914,e964f2b7-1841-497d-888f-28bdb86eefd1,Upper GI,pylorus,anatomical-landmarks
915,e99a1fcf-2209-463f-94b3-9a9c7abe8bd9,Upper GI,pylorus,anatomical-landmarks
916,e99e5a2b-6718-47be-ad1b-ae595b90ac49,Upper GI,pylorus,anatomical-landmarks
917,e9a098d2-f384-4bc7-8d0e-189e134fc2f2,Upper GI,pylorus,anatomical-landmarks
918,e9bc3504-4556-493d-ab49-be56ed9df96c,Upper GI,pylorus,anatomical-landmarks
919,e9f612b5-38a6-4a18-a081-ac1b1dc6a4fc,Upper GI,pylorus,anatomical-landmarks
920,ea0d4c83-c15f-47f1-a5b9-115dab3e6b34,Upper GI,pylorus,anatomical-landmarks
921,ea234c89-4300-47de-beef-78e4b0915d2d,Upper GI,pylorus,anatomical-landmarks
922,ea5d0e77-35aa-411a-9fd0-1e055c79ec31,Upper GI,pylorus,anatomical-landmarks
923,eb1941f5-69ea-4ff5-9098-ee2e2975fc06,Upper GI,pylorus,anatomical-landmarks
924,eb72a65b-f8cd-42d2-8359-ac6229080e5e,Upper GI,pylorus,anatomical-landmarks
925,ebd016d8-7dac-4bf2-844c-d31ca1a9ddbd,Upper GI,pylorus,anatomical-landmarks
926,ebe5aaf3-b534-4107-8c84-5251a371239a,Upper GI,pylorus,anatomical-landmarks
927,ebefa3d8-6345-4d0e-8c2d-6b6002c1f0ea,Upper GI,pylorus,anatomical-landmarks
928,ec39a45a-92c2-4aa2-b2d8-3784f34fdfa3,Upper GI,pylorus,anatomical-landmarks
929,ec803eec-240d-4a91-813c-71a722936ecd,Upper GI,pylorus,anatomical-landmarks
930,ec85e5da-d76f-4a1c-829a-3a46c44b19f8,Upper GI,pylorus,anatomical-landmarks
931,ec977bc2-9bca-40ed-9755-83e36217ff12,Upper GI,pylorus,anatomical-landmarks
932,eccf0b32-7978-40f4-831e-258dc1756fc0,Upper GI,pylorus,anatomical-landmarks
933,eceadd3d-83f0-4985-938d-76e7dedf1e6e,Upper GI,pylorus,anatomical-landmarks
934,ecee64a4-293c-4dd9-a633-aab6890a9d60,Upper GI,pylorus,anatomical-landmarks
935,ed06b988-4c02-4329-9d82-3f777f67604e,Upper GI,pylorus,anatomical-landmarks
936,ed1479e3-3e83-4f99-bd23-f2b74a1d5207,Upper GI,pylorus,anatomical-landmarks
937,ed2b4d8a-dfb1-4037-9ff8-25228ea9cfb7,Upper GI,pylorus,anatomical-landmarks
938,edf368f4-0127-40dd-8234-a9f62797706e,Upper GI,pylorus,anatomical-landmarks
939,ee26e915-f603-44c0-8f0b-ad2f23d51a19,Upper GI,pylorus,anatomical-landmarks
940,ee526d59-199a-4b7a-87eb-b9b1e4d5b315,Upper GI,pylorus,anatomical-landmarks
941,eef81ea8-24d3-4159-bf1f-b388ace7145f,Upper GI,pylorus,anatomical-landmarks
942,ef00d9f3-97c3-4f68-9c64-e78a5f2265a5,Upper GI,pylorus,anatomical-landmarks
943,ef7b909d-1518-4fe7-8431-c5768473a4cf,Upper GI,pylorus,anatomical-landmarks
944,efb2a286-f54d-481a-ba51-545739a69738,Upper GI,pylorus,anatomical-landmarks
945,efc0b6b5-d08a-48a6-9dd7-7e8628df0c95,Upper GI,pylorus,anatomical-landmarks
946,efe86179-6021-4d59-b135-14571d57cf55,Upper GI,pylorus,anatomical-landmarks
947,f10fb2c7-5863-4642-a497-b3c0c9865074,Upper GI,pylorus,anatomical-landmarks
948,f1a943c1-637f-4ed3-b8d8-421138e50dc3,Upper GI,pylorus,anatomical-landmarks
949,f1b29098-2119-472b-94e2-b08d0157356f,Upper GI,pylorus,anatomical-landmarks
950,f1dad4f3-df9a-46e1-93e0-1005e21a5dc8,Upper GI,pylorus,anatomical-landmarks
951,f26bc20e-db6c-41d1-8a09-0e38bb1518a9,Upper GI,pylorus,anatomical-landmarks
952,f30db3e5-40dd-44e0-a10a-1d46263b2768,Upper GI,pylorus,anatomical-landmarks
953,f36ec646-0c89-41aa-b700-34f4b6c41af3,Upper GI,pylorus,anatomical-landmarks
954,f39fbf6a-f31b-4622-91d2-0e5da1a619bd,Upper GI,pylorus,anatomical-landmarks
955,f3a00f46-7c52-4725-a56c-2672e5fedff7,Upper GI,pylorus,anatomical-landmarks
956,f3f61f82-8941-44c1-ae5e-d4bd7e8ced67,Upper GI,pylorus,anatomical-landmarks
957,f41276ff-4ba3-4896-929d-23de5160897f,Upper GI,pylorus,anatomical-landmarks
958,f4577c54-5d76-4b5f-bef7-e3f9824edc94,Upper GI,pylorus,anatomical-landmarks
959,f47d45a8-48e4-4b4e-bf2e-cac2b5546a44,Upper GI,pylorus,anatomical-landmarks
960,f48bacc0-e2ad-4bc4-b008-8bc9e8bae8af,Upper GI,pylorus,anatomical-landmarks
961,f4c057a0-ea77-4eb7-adbc-62dd79a486b7,Upper GI,pylorus,anatomical-landmarks
962,f4ff1ded-e50b-4970-a2bd-0184914724bd,Upper GI,pylorus,anatomical-landmarks
963,f502fe38-8f16-4a6a-9d15-a84ab57c7e7d,Upper GI,pylorus,anatomical-landmarks
964,f5870048-6571-4d7d-b6c6-de885c26445b,Upper GI,pylorus,anatomical-landmarks
965,f5b78721-5165-43dc-ad23-84892c6c3b61,Upper GI,pylorus,anatomical-landmarks
966,f5fc5cc4-fd61-47a4-8bdb-c60e616f7e55,Upper GI,pylorus,anatomical-landmarks
967,f6084bd4-4f8d-4a5d-93cb-f9921896d49c,Upper GI,pylorus,anatomical-landmarks
968,f655d9f1-ee56-47ec-8813-096727c846ec,Upper GI,pylorus,anatomical-landmarks
969,f6b1b200-74f5-4139-aab8-991b0a57b28b,Upper GI,pylorus,anatomical-landmarks
970,f6b29d57-909f-4a12-b324-03cb4c0177bc,Upper GI,pylorus,anatomical-landmarks
971,f727ea1b-7c14-4de1-a573-0c32e228ab4b,Upper GI,pylorus,anatomical-landmarks
972,f7294e77-6f29-43f5-85a4-3e62ad2f75a0,Upper GI,pylorus,anatomical-landmarks
973,f778888f-b4c1-4ee6-a5f7-d208022cdbc6,Upper GI,pylorus,anatomical-landmarks
974,f79aff82-539d-469e-85b7-52ec37322133,Upper GI,pylorus,anatomical-landmarks
975,f7a88e71-556c-4868-8d94-67d824f2afde,Upper GI,pylorus,anatomical-landmarks
976,f7cb2f3b-e8f6-441d-a565-6c720c031fa2,Upper GI,pylorus,anatomical-landmarks
977,f8090fb9-93a6-426a-ab86-624c698f6c8f,Upper GI,pylorus,anatomical-landmarks
